data	dostawca	iloϾ	rok	cena				
26.03.2017	847-48-41	12	2017	671				
30.03.2017	392-78-93	17	2017	671				
30.03.2017	799-94-72	43	2017	671				
31.03.2017	941-01-60	48	2017	671				
02.04.2017	254-14-00	35	2017	671				
04.04.2017	513-33-14	65	2017	671				
07.04.2017	337-27-67	17	2017	671				
08.04.2017	843-22-41	2	2017	671				
09.04.2017	527-15-00	46	2017	671				
12.04.2017	995-59-41	47	2017	671				
13.04.2017	126-55-91	6	2017	671				
15.04.2017	528-09-83	11	2017	671				
15.04.2017	527-15-00	12	2017	671				
15.04.2017	269-65-16	19	2017	671				
16.04.2017	941-01-60	35	2017	671				
16.04.2017	761-06-34	78	2017	671				
16.04.2017	884-31-58	12	2017	671				
17.04.2017	799-94-72	43	2017	671				
18.04.2017	182-72-86	18	2017	671				
19.04.2017	936-67-95	30	2017	671				
20.04.2017	159-34-45	18	2017	671				
21.04.2017	527-15-00	16	2017	671				
21.04.2017	138-66-38	19	2017	671				
22.04.2017	033-49-11	17	2017	671				
24.04.2017	594-18-15	42	2017	671				
26.04.2017	941-01-60	12	2017	671				
27.04.2017	413-93-89	30	2017	671				
01.05.2017	288-84-37	15	2017	671				
02.05.2017	766-05-70	14	2017	671				
04.05.2017	799-94-72	32	2017	671				
05.05.2017	322-66-15	44	2017	671				
06.05.2017	749-02-70	71	2017	671				
06.05.2017	047-70-78	8	2017	671				
10.05.2017	847-48-41	44	2017	671				
10.05.2017	014-02-05	1	2017	671				
12.05.2017	527-15-00	10	2017	671				
12.05.2017	294-48-56	18	2017	671				
12.05.2017	495-93-92	82	2017	671				
15.05.2017	319-54-24	1	2017	671				
15.05.2017	413-93-89	24	2017	671				
17.05.2017	995-59-41	43	2017	671				
17.05.2017	254-14-00	25	2017	671				
18.05.2017	851-69-49	2	2017	671				
19.05.2017	043-34-53	52	2017	671				
20.05.2017	033-49-11	54	2017	671				
20.05.2017	531-65-00	4	2017	671				
20.05.2017	692-61-16	88	2017	671				
23.05.2017	269-65-16	15	2017	671				
24.05.2017	322-66-15	12	2017	671				
25.05.2017	269-65-16	77	2017	671				
28.05.2017	179-23-02	21	2017	671				
29.05.2017	692-61-16	48	2017	671				
30.05.2017	392-78-93	42	2017	671				
31.05.2017	254-14-00	44	2017	671				
04.06.2017	322-66-15	46	2017	671				
05.06.2017	554-09-13	3	2017	671				
07.06.2017	322-66-15	98	2017	671				
07.06.2017	780-78-31	18	2017	671				
07.06.2017	941-01-60	23	2017	671				
07.06.2017	935-78-99	6	2017	671				
11.06.2017	916-94-78	3	2017	671				
16.06.2017	749-02-70	30	2017	671				
16.06.2017	447-16-72	12	2017	671				
17.06.2017	884-31-58	13	2017	671				
21.06.2017	178-24-36	41	2017	671				
24.06.2017	033-49-11	15	2017	671				
25.06.2017	930-33-80	10	2017	671				
26.06.2017	269-65-16	75	2017	671				
26.06.2017	549-21-69	4	2017	671				
28.06.2017	170-26-38	2	2017	671				
29.06.2017	692-61-16	11	2017	671				
30.06.2017	968-49-97	16	2017	671				
01.07.2017	534-94-49	68	2017	671				
03.07.2017	322-66-15	3	2017	671				
04.07.2017	368-99-22	3	2017	671				
09.07.2017	941-01-60	11	2017	671				
11.07.2017	885-74-10	10	2017	671				
11.07.2017	089-90-67	6	2017	671				
12.07.2017	413-93-89	37	2017	671				
15.07.2017	513-33-14	76	2017	671				
16.07.2017	178-24-36	38	2017	671				
17.07.2017	941-01-60	13	2017	671				
17.07.2017	178-24-36	10	2017	671				
18.07.2017	392-78-93	38	2017	671				
19.07.2017	773-39-15	76	2017	671				
19.07.2017	410-52-79	19	2017	671				
25.07.2017	692-61-16	14	2017	671				
28.07.2017	178-24-36	31	2017	671				
29.07.2017	761-06-34	38	2017	671				
03.08.2017	378-70-08	31	2017	671				
05.08.2017	043-34-53	28	2017	671				
05.08.2017	194-54-73	15	2017	671				
08.08.2017	851-69-49	2	2017	671				
08.08.2017	430-67-31	16	2017	671				
10.08.2017	773-39-15	83	2017	671				
11.08.2017	093-96-93	16	2017	671				
12.08.2017	847-48-41	37	2017	671				
12.08.2017	773-39-15	18	2017	671				
14.08.2017	773-39-15	55	2017	671				
15.08.2017	513-33-14	10	2017	671				
17.08.2017	513-33-14	12	2017	671				
20.08.2017	268-62-97	12	2017	671				
20.08.2017	269-65-16	10	2017	671				
22.08.2017	178-24-36	11	2017	671				
22.08.2017	254-14-00	29	2017	671				
23.08.2017	599-00-55	14	2017	671				
25.08.2017	495-93-92	18	2017	671				
27.08.2017	288-84-37	11	2017	671				
30.08.2017	378-70-08	10	2017	671				
31.08.2017	811-91-92	18	2017	671				
31.08.2017	254-14-00	41	2017	671				
01.09.2017	639-61-50	4	2017	671				
01.09.2017	609-57-46	5	2017	671				
02.09.2017	995-59-41	34	2017	671				
04.09.2017	847-48-41	41	2017	671				
06.09.2017	115-65-39	35	2017	671				
06.09.2017	944-16-93	6	2017	671				
07.09.2017	941-01-60	32	2017	671				
07.09.2017	916-94-78	15	2017	671				
08.09.2017	799-94-72	49	2017	671				
12.09.2017	269-65-16	93	2017	671				
15.09.2017	692-61-16	64	2017	671				
15.09.2017	403-50-07	7	2017	671				
15.09.2017	269-65-16	90	2017	671				
22.09.2017	941-01-60	13	2017	671				
23.09.2017	080-51-85	10	2017	671				
23.09.2017	736-91-47	1	2017	671				
24.09.2017	935-78-99	52	2017	671				
24.09.2017	392-78-93	20	2017	671				
26.09.2017	534-94-49	18	2017	671				
27.09.2017	692-61-16	18	2017	671				
29.09.2017	392-78-93	38	2017	671				
02.10.2017	178-24-36	11	2017	671				
02.10.2017	620-15-33	15	2017	671				
02.10.2017	205-96-13	8	2017	671				
05.10.2017	244-64-83	5	2017	671				
05.10.2017	159-34-45	14	2017	671				
07.10.2017	884-31-58	27	2017	671				
07.10.2017	885-74-10	14	2017	671				
09.10.2017	180-17-78	14	2017	671				
09.10.2017	935-78-99	13	2017	671				
09.10.2017	594-18-15	37	2017	671				
09.10.2017	270-90-07	12	2017	671				
12.10.2017	392-78-93	28	2017	671				
13.10.2017	080-51-85	54	2017	671				
13.10.2017	935-78-99	51	2017	671				
13.10.2017	322-66-15	15	2017	671				
18.10.2017	847-48-41	35	2017	671				
18.10.2017	178-24-36	39	2017	671				
18.10.2017	019-98-81	4	2017	671				
19.10.2017	968-49-97	14	2017	671				
20.10.2017	941-01-60	12	2017	671				
20.10.2017	527-15-00	97	2017	671				
23.10.2017	527-15-00	19	2017	671				
25.10.2017	799-94-72	41	2017	671				
27.10.2017	847-48-41	26	2017	671				
27.10.2017	822-52-42	11	2017	671				
27.10.2017	392-78-93	16	2017	671				
06.11.2017	269-65-16	75	2017	671				
08.11.2017	178-24-36	35	2017	671				
09.11.2017	885-74-10	19	2017	671				
12.11.2017	178-24-36	18	2017	671				
13.11.2017	337-27-67	22	2017	671				
14.11.2017	322-66-15	94	2017	671				
19.11.2017	941-01-60	40	2017	671				
20.11.2017	513-33-14	52	2017	671				
21.11.2017	904-16-42	18	2017	671				
23.11.2017	413-93-89	20	2017	671				
24.11.2017	178-24-36	23	2017	671				
25.11.2017	322-66-15	7	2017	671				
25.11.2017	080-77-49	13	2017	671				
25.11.2017	910-38-33	19	2017	671				
29.11.2017	982-09-19	11	2017	671				
29.11.2017	547-03-32	17	2017	671				
30.11.2017	596-37-06	4	2017	671				
04.12.2017	753-35-55	17	2017	671				
04.12.2017	857-68-68	1	2017	671				
09.12.2017	775-48-66	6	2017	671				
09.12.2017	254-14-00	49	2017	671				
13.12.2017	594-18-15	36	2017	671				
16.12.2017	594-18-15	49	2017	671				
16.12.2017	413-93-89	36	2017	671				
18.12.2017	527-15-00	60	2017	671				
19.12.2017	910-38-33	35	2017	671				
22.12.2017	254-14-00	12	2017	671				
22.12.2017	941-01-60	44	2017	671				
23.12.2017	254-14-00	33	2017	671				
24.12.2017	935-78-99	94	2017	671				
27.12.2017	369-43-03	14	2017	671				
28.12.2017	824-54-79	2	2017	671				
30.12.2017	799-94-72	10	2017	671				
31.12.2017	277-10-19	18	2017	671				
31.12.2017	964-69-89	7	2017	671				
02.01.2018	534-38-74	2	2018	694				
03.01.2018	916-94-78	18	2018	694				
07.01.2018	550-69-18	11	2018	694				
07.01.2018	799-94-72	12	2018	694				
07.01.2018	692-61-16	11	2018	694				
09.01.2018	054-09-46	11	2018	694				
11.01.2018	692-61-16	18	2018	694				
12.01.2018	269-65-16	40	2018	694				
17.01.2018	596-37-06	6	2018	694				
19.01.2018	322-66-15	15	2018	694				
20.01.2018	392-78-93	16	2018	694				
22.01.2018	337-81-35	16	2018	694				
23.01.2018	410-52-79	16	2018	694				
24.01.2018	801-63-85	5	2018	694				
27.01.2018	534-94-49	20	2018	694				
31.01.2018	272-67-67	11	2018	694				
04.02.2018	172-30-09	14	2018	694				
06.02.2018	254-14-00	46	2018	694				
10.02.2018	766-05-70	11	2018	694				
10.02.2018	799-94-72	42	2018	694				
10.02.2018	093-96-93	9	2018	694				
10.02.2018	284-59-84	3	2018	694				
11.02.2018	178-24-36	18	2018	694				
11.02.2018	254-14-00	39	2018	694				
12.02.2018	594-18-15	44	2018	694				
13.02.2018	941-01-60	24	2018	694				
13.02.2018	665-06-94	3	2018	694				
15.02.2018	033-49-11	50	2018	694				
16.02.2018	337-27-67	28	2018	694				
17.02.2018	847-48-41	39	2018	694				
19.02.2018	594-18-15	29	2018	694				
20.02.2018	178-24-36	36	2018	694				
22.02.2018	413-93-89	35	2018	694				
23.02.2018	534-50-90	19	2018	694				
25.02.2018	495-93-92	32	2018	694				
28.02.2018	240-56-56	13	2018	694				
28.02.2018	392-78-93	15	2018	694				
02.03.2018	204-35-99	20	2018	694				
03.03.2018	904-16-42	11	2018	694				
06.03.2018	254-14-00	11	2018	694				
07.03.2018	789-52-61	4	2018	694				
14.03.2018	281-47-91	18	2018	694				
18.03.2018	910-38-33	60	2018	694				
18.03.2018	140-36-11	14	2018	694				
18.03.2018	378-70-08	24	2018	694				
20.03.2018	178-24-36	14	2018	694				
20.03.2018	941-01-60	39	2018	694				
22.03.2018	378-70-08	73	2018	694				
22.03.2018	885-74-10	13	2018	694				
23.03.2018	392-78-93	42	2018	694				
24.03.2018	847-48-41	18	2018	694				
26.03.2018	269-65-16	58	2018	694				
27.03.2018	392-78-93	43	2018	694				
31.03.2018	799-94-72	40	2018	694				
02.04.2018	799-94-72	10	2018	694				
03.04.2018	773-41-40	10	2018	694				
04.04.2018	916-94-78	15	2018	694				
06.04.2018	653-45-64	3	2018	694				
07.04.2018	935-78-99	10	2018	694				
09.04.2018	804-82-65	9	2018	694				
09.04.2018	495-93-92	11	2018	694				
14.04.2018	080-51-85	29	2018	694				
14.04.2018	941-01-60	31	2018	694				
16.04.2018	322-66-15	10	2018	694				
19.04.2018	885-74-10	26	2018	694				
21.04.2018	935-78-99	11	2018	694				
22.04.2018	930-33-80	4	2018	694				
23.04.2018	058-15-94	15	2018	694				
27.04.2018	527-15-00	14	2018	694				
01.05.2018	594-18-15	11	2018	694				
01.05.2018	916-94-78	10	2018	694				
03.05.2018	495-93-92	51	2018	694				
05.05.2018	295-31-73	1	2018	694				
05.05.2018	193-47-03	8	2018	694				
07.05.2018	847-48-41	12	2018	694				
10.05.2018	277-10-19	9	2018	694				
16.05.2018	847-48-41	29	2018	694				
17.05.2018	799-94-72	26	2018	694				
19.05.2018	495-93-92	19	2018	694				
19.05.2018	254-14-00	31	2018	694				
21.05.2018	392-78-93	39	2018	694				
25.05.2018	307-98-17	13	2018	694				
26.05.2018	941-01-60	38	2018	694				
27.05.2018	916-94-78	36	2018	694				
30.05.2018	268-62-97	17	2018	694				
01.06.2018	378-70-08	11	2018	694				
02.06.2018	885-74-10	36	2018	694				
02.06.2018	749-02-70	12	2018	694				
06.06.2018	711-39-55	11	2018	694				
08.06.2018	080-77-49	15	2018	694				
08.06.2018	715-03-63	4	2018	694				
11.06.2018	940-29-78	11	2018	694				
14.06.2018	128-91-02	9	2018	694				
15.06.2018	941-01-60	49	2018	694				
17.06.2018	392-78-93	35	2018	694				
17.06.2018	885-74-10	19	2018	694				
17.06.2018	847-48-41	40	2018	694				
21.06.2018	513-33-14	14	2018	694				
22.06.2018	395-19-63	3	2018	694				
24.06.2018	495-93-92	25	2018	694				
29.06.2018	737-62-05	7	2018	694				
01.07.2018	277-20-90	17	2018	694				
01.07.2018	847-48-41	49	2018	694				
01.07.2018	405-18-48	6	2018	694				
01.07.2018	351-06-97	10	2018	694				
02.07.2018	665-06-94	2	2018	694				
04.07.2018	270-87-86	13	2018	694				
07.07.2018	204-35-99	12	2018	694				
07.07.2018	594-18-15	19	2018	694				
07.07.2018	749-02-70	12	2018	694				
08.07.2018	269-65-16	66	2018	694				
09.07.2018	692-61-16	13	2018	694				
13.07.2018	547-99-88	9	2018	694				
13.07.2018	773-39-15	11	2018	694				
14.07.2018	080-51-85	16	2018	694				
14.07.2018	208-84-31	4	2018	694				
16.07.2018	295-31-73	10	2018	694				
17.07.2018	847-48-41	45	2018	694				
19.07.2018	941-01-60	26	2018	694				
20.07.2018	950-40-82	18	2018	694				
21.07.2018	941-01-60	14	2018	694				
22.07.2018	178-24-36	26	2018	694				
24.07.2018	531-81-72	10	2018	694				
26.07.2018	294-48-56	18	2018	694				
28.07.2018	968-49-97	24	2018	694				
31.07.2018	410-52-79	66	2018	694				
03.08.2018	392-78-93	33	2018	694				
03.08.2018	916-94-78	19	2018	694				
07.08.2018	269-65-16	15	2018	694				
07.08.2018	322-66-15	10	2018	694				
07.08.2018	369-43-03	18	2018	694				
07.08.2018	549-21-69	20	2018	694				
09.08.2018	322-66-15	20	2018	694				
10.08.2018	269-65-16	48	2018	694				
10.08.2018	692-61-16	68	2018	694				
11.08.2018	639-61-50	9	2018	694				
15.08.2018	941-01-60	49	2018	694				
15.08.2018	799-94-72	34	2018	694				
17.08.2018	639-61-50	2	2018	694				
20.08.2018	378-70-08	62	2018	694				
20.08.2018	178-24-36	16	2018	694				
21.08.2018	378-70-08	17	2018	694				
23.08.2018	884-31-58	16	2018	694				
25.08.2018	043-34-53	70	2018	694				
01.09.2018	941-01-60	13	2018	694				
02.09.2018	817-44-45	20	2018	694				
04.09.2018	735-37-27	15	2018	694				
05.09.2018	788-39-15	15	2018	694				
06.09.2018	507-22-76	10	2018	694				
10.09.2018	935-78-99	19	2018	694				
10.09.2018	936-67-95	14	2018	694				
11.09.2018	781-80-31	3	2018	694				
11.09.2018	413-93-89	19	2018	694				
15.09.2018	534-94-49	13	2018	694				
16.09.2018	910-38-33	10	2018	694				
17.09.2018	995-59-41	39	2018	694				
18.09.2018	047-26-54	3	2018	694				
20.09.2018	043-34-53	73	2018	694				
20.09.2018	392-78-93	20	2018	694				
22.09.2018	916-94-78	41	2018	694				
28.09.2018	413-93-89	48	2018	694				
29.09.2018	325-70-30	5	2018	694				
29.09.2018	513-33-14	97	2018	694				
30.09.2018	885-74-10	58	2018	694				
30.09.2018	322-66-15	17	2018	694				
02.10.2018	242-04-13	18	2018	694				
03.10.2018	843-22-41	4	2018	694				
03.10.2018	019-98-81	1	2018	694				
04.10.2018	935-78-99	86	2018	694				
05.10.2018	799-94-72	29	2018	694				
07.10.2018	789-52-61	14	2018	694				
09.10.2018	761-06-34	12	2018	694				
09.10.2018	115-65-39	28	2018	694				
10.10.2018	847-48-41	21	2018	694				
16.10.2018	050-38-86	10	2018	694				
17.10.2018	513-33-14	53	2018	694				
18.10.2018	534-94-49	17	2018	694				
18.10.2018	340-11-17	6	2018	694				
22.10.2018	847-48-41	11	2018	694				
22.10.2018	982-09-19	5	2018	694				
23.10.2018	269-65-16	89	2018	694				
28.10.2018	968-49-97	22	2018	694				
29.10.2018	269-65-16	19	2018	694				
04.11.2018	164-61-25	8	2018	694				
04.11.2018	269-65-16	19	2018	694				
05.11.2018	029-43-78	6	2018	694				
05.11.2018	033-49-11	8	2018	694				
05.11.2018	995-59-41	20	2018	694				
06.11.2018	594-18-15	42	2018	694				
06.11.2018	773-39-15	14	2018	694				
06.11.2018	254-14-00	29	2018	694				
08.11.2018	413-93-89	22	2018	694				
10.11.2018	594-18-15	13	2018	694				
12.11.2018	392-78-93	32	2018	694				
12.11.2018	950-40-82	10	2018	694				
13.11.2018	254-14-00	33	2018	694				
14.11.2018	080-51-85	95	2018	694				
18.11.2018	170-89-76	7	2018	694				
18.11.2018	799-94-72	27	2018	694				
18.11.2018	865-19-31	6	2018	694				
20.11.2018	392-78-93	23	2018	694				
20.11.2018	527-15-00	16	2018	694				
23.11.2018	749-02-70	66	2018	694				
23.11.2018	371-70-96	2	2018	694				
23.11.2018	904-16-42	15	2018	694				
23.11.2018	687-31-19	2	2018	694				
26.11.2018	910-38-33	15	2018	694				
26.11.2018	916-94-78	29	2018	694				
26.11.2018	968-49-97	91	2018	694				
28.11.2018	080-51-85	12	2018	694				
30.11.2018	692-61-16	40	2018	694				
30.11.2018	847-48-41	27	2018	694				
01.12.2018	128-69-77	8	2018	694				
05.12.2018	884-31-58	19	2018	694				
06.12.2018	043-34-53	16	2018	694				
07.12.2018	799-94-72	21	2018	694				
07.12.2018	208-84-31	19	2018	694				
09.12.2018	214-54-56	16	2018	694				
12.12.2018	961-86-77	18	2018	694				
12.12.2018	254-14-00	39	2018	694				
14.12.2018	236-48-82	11	2018	694				
18.12.2018	033-49-11	13	2018	694				
19.12.2018	761-06-34	67	2018	694				
20.12.2018	749-02-70	15	2018	694				
25.12.2018	033-49-11	10	2018	694				
26.12.2018	884-31-58	13	2018	694				
26.12.2018	413-93-89	14	2018	694				
26.12.2018	561-51-98	17	2018	694				
27.12.2018	254-14-00	44	2018	694				
27.12.2018	941-01-60	29	2018	694				
28.12.2018	254-14-00	27	2018	694				
30.12.2018	968-49-97	16	2018	694				
31.12.2018	885-74-10	11	2018	694				
31.12.2018	534-94-49	12	2018	694				
03.01.2019	378-70-08	73	2019	622				
03.01.2019	178-24-36	41	2019	622				
04.01.2019	254-14-00	39	2019	622				
07.01.2019	429-16-50	13	2019	622				
08.01.2019	178-24-36	21	2019	622				
12.01.2019	692-61-16	11	2019	622				
12.01.2019	872-13-44	9	2019	622				
16.01.2019	392-78-93	11	2019	622				
17.01.2019	941-01-60	22	2019	622				
21.01.2019	193-47-03	9	2019	622				
22.01.2019	413-93-89	21	2019	622				
23.01.2019	916-94-78	13	2019	622				
24.01.2019	530-86-39	11	2019	622				
24.01.2019	495-93-92	12	2019	622				
25.01.2019	413-93-89	37	2019	622				
26.01.2019	413-93-89	12	2019	622				
26.01.2019	799-94-72	20	2019	622				
27.01.2019	413-93-89	50	2019	622				
29.01.2019	884-31-58	10	2019	622				
30.01.2019	410-52-79	5	2019	622				
31.01.2019	749-02-70	19	2019	622				
01.02.2019	080-51-85	18	2019	622				
03.02.2019	392-78-93	24	2019	622				
03.02.2019	968-49-97	19	2019	622				
04.02.2019	951-02-59	6	2019	622				
05.02.2019	874-03-53	1	2019	622				
06.02.2019	941-01-60	34	2019	622				
09.02.2019	799-94-72	31	2019	622				
10.02.2019	392-78-93	27	2019	622				
10.02.2019	954-85-72	4	2019	622				
12.02.2019	378-70-08	12	2019	622				
13.02.2019	043-34-53	81	2019	622				
13.02.2019	900-85-70	1	2019	622				
15.02.2019	534-94-49	14	2019	622				
16.02.2019	178-24-36	26	2019	622				
17.02.2019	043-34-53	19	2019	622				
17.02.2019	131-80-62	15	2019	622				
19.02.2019	749-02-70	23	2019	622				
19.02.2019	178-24-36	27	2019	622				
21.02.2019	523-09-63	1	2019	622				
26.02.2019	178-24-36	48	2019	622				
26.02.2019	254-14-00	39	2019	622				
28.02.2019	884-31-58	91	2019	622				
28.02.2019	410-52-79	39	2019	622				
28.02.2019	178-24-36	31	2019	622				
01.03.2019	346-83-33	20	2019	622				
04.03.2019	378-70-08	35	2019	622				
06.03.2019	561-51-98	20	2019	622				
09.03.2019	534-94-49	12	2019	622				
09.03.2019	392-78-93	39	2019	622				
10.03.2019	325-16-71	7	2019	622				
11.03.2019	773-39-15	59	2019	622				
14.03.2019	799-94-72	41	2019	622				
14.03.2019	392-78-93	15	2019	622				
17.03.2019	753-35-55	6	2019	622				
18.03.2019	080-51-85	69	2019	622				
20.03.2019	904-16-42	58	2019	622				
20.03.2019	410-52-79	19	2019	622				
22.03.2019	179-22-38	6	2019	622				
23.03.2019	904-16-42	10	2019	622				
27.03.2019	254-14-00	15	2019	622				
27.03.2019	530-86-39	10	2019	622				
29.03.2019	378-70-08	15	2019	622				
31.03.2019	322-66-15	14	2019	622				
01.04.2019	178-24-36	23	2019	622				
03.04.2019	761-06-34	14	2019	622				
03.04.2019	692-61-16	16	2019	622				
03.04.2019	495-93-92	11	2019	622				
05.04.2019	799-94-72	40	2019	622				
07.04.2019	916-94-78	17	2019	622				
08.04.2019	374-01-18	19	2019	622				
10.04.2019	254-14-00	11	2019	622				
12.04.2019	178-24-36	14	2019	622				
13.04.2019	847-48-41	22	2019	622				
15.04.2019	847-48-41	35	2019	622				
15.04.2019	495-93-92	69	2019	622				
16.04.2019	392-78-93	18	2019	622				
18.04.2019	847-48-41	18	2019	622				
18.04.2019	495-93-92	16	2019	622				
19.04.2019	377-37-44	18	2019	622				
19.04.2019	211-35-92	3	2019	622				
20.04.2019	789-52-61	5	2019	622				
21.04.2019	614-36-31	19	2019	622				
22.04.2019	916-94-78	66	2019	622				
22.04.2019	549-21-69	12	2019	622				
23.04.2019	211-13-01	19	2019	622				
23.04.2019	033-49-11	96	2019	622				
26.04.2019	847-48-41	24	2019	622				
28.04.2019	378-70-08	57	2019	622				
02.05.2019	799-94-72	47	2019	622				
03.05.2019	254-14-00	16	2019	622				
05.05.2019	254-14-00	15	2019	622				
06.05.2019	941-01-60	13	2019	622				
08.05.2019	080-51-85	18	2019	622				
18.05.2019	254-14-00	21	2019	622				
21.05.2019	180-17-78	14	2019	622				
22.05.2019	547-99-88	2	2019	622				
23.05.2019	178-24-36	38	2019	622				
24.05.2019	872-13-44	14	2019	622				
24.05.2019	495-93-92	12	2019	622				
25.05.2019	534-94-49	17	2019	622				
26.05.2019	033-49-11	74	2019	622				
26.05.2019	941-01-60	31	2019	622				
30.05.2019	527-15-00	19	2019	622				
01.06.2019	935-78-99	67	2019	622				
03.06.2019	254-14-00	33	2019	622				
03.06.2019	761-06-34	11	2019	622				
04.06.2019	495-93-92	79	2019	622				
05.06.2019	884-31-58	22	2019	622				
05.06.2019	550-69-18	5	2019	622				
08.06.2019	047-70-78	17	2019	622				
09.06.2019	392-78-93	34	2019	622				
09.06.2019	799-94-72	32	2019	622				
09.06.2019	423-71-31	10	2019	622				
13.06.2019	534-94-49	10	2019	622				
14.06.2019	513-33-14	26	2019	622				
15.06.2019	761-06-34	12	2019	622				
17.06.2019	885-74-10	17	2019	622				
18.06.2019	799-94-72	23	2019	622				
19.06.2019	749-02-70	11	2019	622				
20.06.2019	047-70-78	11	2019	622				
20.06.2019	394-54-09	18	2019	622				
20.06.2019	392-78-93	33	2019	622				
21.06.2019	299-98-16	6	2019	622				
22.06.2019	995-59-41	26	2019	622				
22.06.2019	936-67-95	22	2019	622				
24.06.2019	562-39-79	9	2019	622				
25.06.2019	527-15-00	79	2019	622				
27.06.2019	392-78-93	48	2019	622				
02.07.2019	847-48-41	15	2019	622				
02.07.2019	968-49-97	17	2019	622				
03.07.2019	326-69-35	13	2019	622				
06.07.2019	269-65-16	29	2019	622				
08.07.2019	080-51-85	80	2019	622				
12.07.2019	547-03-32	20	2019	622				
12.07.2019	847-48-41	40	2019	622				
14.07.2019	761-06-34	13	2019	622				
16.07.2019	916-94-78	10	2019	622				
21.07.2019	749-02-70	30	2019	622				
23.07.2019	337-27-67	13	2019	622				
24.07.2019	178-24-36	40	2019	622				
28.07.2019	916-94-78	11	2019	622				
31.07.2019	847-48-41	12	2019	622				
01.08.2019	495-93-92	15	2019	622				
02.08.2019	378-70-08	16	2019	622				
06.08.2019	904-16-42	80	2019	622				
06.08.2019	093-96-93	9	2019	622				
07.08.2019	904-16-42	16	2019	622				
10.08.2019	192-09-72	18	2019	622				
12.08.2019	749-02-70	15	2019	622				
16.08.2019	203-43-58	16	2019	622				
23.08.2019	513-33-14	15	2019	622				
25.08.2019	692-61-16	29	2019	622				
03.09.2019	781-80-31	6	2019	622				
03.09.2019	847-48-41	48	2019	622				
05.09.2019	968-49-97	20	2019	622				
07.09.2019	749-02-70	28	2019	622				
11.09.2019	749-02-70	28	2019	622				
12.09.2019	847-48-41	29	2019	622				
14.09.2019	413-93-89	22	2019	622				
14.09.2019	822-52-42	14	2019	622				
17.09.2019	374-01-18	20	2019	622				
19.09.2019	620-15-33	14	2019	622				
19.09.2019	968-49-97	58	2019	622				
20.09.2019	527-15-00	30	2019	622				
20.09.2019	413-93-89	15	2019	622				
23.09.2019	178-24-36	27	2019	622				
24.09.2019	294-48-56	38	2019	622				
26.09.2019	205-96-13	7	2019	622				
27.09.2019	178-24-36	15	2019	622				
27.09.2019	941-01-60	27	2019	622				
28.09.2019	799-94-72	21	2019	622				
29.09.2019	534-94-49	57	2019	622				
29.09.2019	904-16-42	15	2019	622				
04.10.2019	392-78-93	26	2019	622				
06.10.2019	378-70-08	61	2019	622				
06.10.2019	941-01-60	21	2019	622				
07.10.2019	692-61-16	28	2019	622				
07.10.2019	392-78-93	29	2019	622				
10.10.2019	799-94-72	42	2019	622				
13.10.2019	799-94-72	42	2019	622				
13.10.2019	904-16-42	87	2019	622				
13.10.2019	385-84-45	17	2019	622				
15.10.2019	968-49-97	12	2019	622				
17.10.2019	254-14-00	40	2019	622				
17.10.2019	495-93-92	13	2019	622				
18.10.2019	410-52-79	44	2019	622				
20.10.2019	761-06-34	76	2019	622				
23.10.2019	080-51-85	10	2019	622				
24.10.2019	904-16-42	10	2019	622				
27.10.2019	178-24-36	33	2019	622				
30.10.2019	392-78-93	31	2019	622				
31.10.2019	392-78-93	25	2019	622				
31.10.2019	799-94-72	12	2019	622				
02.11.2019	410-52-79	20	2019	622				
03.11.2019	513-33-14	80	2019	622				
04.11.2019	170-89-76	9	2019	622				
06.11.2019	080-51-85	50	2019	622				
07.11.2019	033-49-11	10	2019	622				
08.11.2019	773-41-40	2	2019	622				
09.11.2019	413-93-89	21	2019	622				
10.11.2019	982-09-19	17	2019	622				
11.11.2019	392-78-93	26	2019	622				
15.11.2019	093-96-93	2	2019	622				
22.11.2019	904-16-42	15	2019	622				
23.11.2019	378-70-08	16	2019	622				
24.11.2019	916-94-78	12	2019	622				
24.11.2019	378-70-08	32	2019	622				
24.11.2019	254-14-00	27	2019	622				
27.11.2019	799-94-72	19	2019	622				
29.11.2019	941-27-28	9	2019	622				
30.11.2019	534-94-49	17	2019	622				
01.12.2019	513-33-14	39	2019	622				
02.12.2019	254-14-00	33	2019	622				
02.12.2019	240-56-56	5	2019	622				
05.12.2019	799-94-72	17	2019	622				
09.12.2019	179-23-02	18	2019	622				
09.12.2019	392-78-93	42	2019	622				
09.12.2019	495-93-92	88	2019	622				
10.12.2019	413-93-89	24	2019	622				
11.12.2019	904-16-42	37	2019	622				
17.12.2019	773-39-15	16	2019	622				
18.12.2019	824-54-79	20	2019	622				
22.12.2019	534-50-90	8	2019	622				
22.12.2019	299-98-16	4	2019	622				
27.12.2019	178-24-36	40	2019	622				
02.01.2020	773-41-40	20	2020	640				
03.01.2020	935-78-99	10	2020	640				
04.01.2020	847-48-41	24	2020	640				
06.01.2020	749-02-70	12	2020	640				
08.01.2020	392-78-93	33	2020	640				
12.01.2020	294-48-56	18	2020	640				
19.01.2020	495-93-92	16	2020	640				
20.01.2020	594-18-15	37	2020	640				
22.01.2020	761-06-34	18	2020	640				
24.01.2020	847-48-41	40	2020	640				
26.01.2020	322-66-15	25	2020	640				
26.01.2020	015-89-55	3	2020	640				
